ID,Name,City,Country,IATA,ICAO,LAT,LONG,,,,,,
8624,Branch County Memorial Airport,Coldwater,United States,,KOEB,41.9333992000,-85.0525970500,959.00,-5,A,America/New_York,airport,OurAirports
8625,Wilkes Barre Wyoming Valley Airport,Wilkes-Barre,United States,WBW,KWBW,41.2971992493,-75.8511962891,545,-5,A,America/New_York,airport,OurAirports
8626,Willoughby Lost Nation Municipal Airport,Willoughby,United States,LNN,KLNN,41.6839981079,-81.3897018433,626,-5,A,America/New_York,airport,OurAirports
8631,Capital City Airport,Frankfort,United States,FFT,KFFT,38.1824989300,-84.9047012300,806,-5,A,America/New_York,airport,OurAirports
8632,Auburn Lewiston Municipal Airport,Lewiston,United States,LEW,KLEW,44.0485000610,-70.2835006714,288,-5,A,America/New_York,airport,OurAirports
8639,Bloyer Field,Tomah,United States,,KY72,43.9749984700,-90.4834976200,966.00,-6,A,America/Chicago,airport,OurAirports
8641,Marco Island Executive Airport,Marco Island Airport,United States,MRK,KMKY,25.9950010000,-81.6725010000,5,-5,A,America/New_York,airport,OurAirports
8644,Drummond Island Airport,Drummond Island,United States,DRE,KDRM,46.0093002319,-83.7438964844,668,-5,A,America/New_York,airport,OurAirports
8646,Gladwin Zettel Memorial Airport,Gladwin,United States,GDW,KGDW,43.9706001282,-84.4749984741,776,-5,A,America/New_York,airport,OurAirports
8648,South Haven Area Regional Airport,South Haven,United States,,KLWA,42.3512001038,-86.2556991577,666.00,-5,A,America/New_York,airport,OurAirports
8653,Marshfield Municipal Airport,Marshfield,United States,MFI,KMFI,44.6369018555,-90.1893005371,1277,-6,A,America/Chicago,airport,OurAirports
8654,Alexander Field South Wood County Airport,Wisconsin Rapids,United States,ISW,KISW,44.3602981567,-89.8389968872,1021,-6,A,America/Chicago,airport,OurAirports
8655,Clinton Municipal Airport,Clinton,United States,CWI,KCWI,41.8311004639,-90.3291015625,708,-6,A,America/Chicago,airport,OurAirports
8658,Beverly Municipal Airport,Beverly,United States,BVY,KBVY,42.5842018127,-70.9164962769,107,-5,A,America/New_York,airport,OurAirports
8664,Poplar Bluff Municipal Airport,Poplar Bluff,United States,POF,KPOF,36.7738990784,-90.3248977661,331,-6,A,America/Chicago,airport,OurAirports
8665,Somerset Airport,Somerville,United States,,KSMQ,40.6259994507,-74.6701965332,105.00,-5,A,America/New_York,airport,OurAirports
8666,Eastport Municipal Airport,Eastport,United States,,KEPM,44.9100990295,-67.0127029419,45.00,-5,A,America/New_York,airport,OurAirports
8667,Keokuk Municipal Airport,Keokuk,United States,EOK,KEOK,40.4598999023,-91.4284973145,671,-6,A,America/Chicago,airport,OurAirports
8681,St Paul Downtown Holman Field,St. Paul,United States,STP,KSTP,44.9345016479,-93.0599975586,705,-6,A,America/Chicago,airport,OurAirports
8693,Oconomowoc Airport,Oconomowoc,United States,,0WI8,43.1389007568,-88.4722976685,885.00,-6,A,America/Chicago,airport,OurAirports
8706,Butler Co Regional Airport - Hogan Field,Hamilton,United States,HAO,KHAO,39.3638000488,-84.5220031738,633,-5,A,America/New_York,airport,OurAirports
8742,Fond du Lac County Airport,Fond du Lac,United States,FLD,KFLD,43.7711982727,-88.4884033203,808,-6,A,America/Chicago,airport,OurAirports
8743,Waupaca Municipal Airport,Waupaca,United States,,KPCZ,44.3333015400,-89.0197982800,840.00,-6,A,America/Chicago,airport,OurAirports
8744,Stevens Point Municipal Airport,Stevens Point,United States,STE,KSTE,44.5452003479,-89.5302963257,1110,-6,A,America/Chicago,airport,OurAirports
8747,Luce County Airport,Newberry,United States,,KERY,46.3111991882,-85.4572982788,869.00,-5,A,America/New_York,airport,OurAirports
8759,Galion Municipal Airport,Galion,United States,GQQ,KGQQ,40.7533988953,-82.7238006592,1224,-5,A,America/New_York,airport,OurAirports
8763,Clarksvilleâ€“Montgomery County Regional Airport,Clarksville,United States,CKV,KCKV,36.6218986511,-87.4150009155,550,-6,A,America/Chicago,airport,OurAirports
8771,Lompoc Airport,Lompoc,United States,LPC,KLPC,34.6655998230,-120.4680023190,88,-8,A,America/Los_Angeles,airport,OurAirports
8772,Chester County G O Carlson Airport,Coatesville,United States,CTH,KMQS,39.9790000900,-75.8655014000,660,-5,A,America/New_York,airport,OurAirports
8777,Lake Placid Airport,Lake Placid,United States,LKP,KLKP,44.2644996643,-73.9618988037,1747,-5,A,America/New_York,airport,OurAirports
8784,Lima Allen County Airport,Lima,United States,AOH,KAOH,40.7069020000,-84.0267030000,975,-5,A,America/New_York,airport,OurAirports
8789,Malcolm McKinnon Airport,Brunswick,United States,SSI,KSSI,31.1518001600,-81.3912963900,19,-5,A,America/New_York,airport,OurAirports
8790,Beaver County Airport,Beaver Falls,United States,BFP,KBVI,40.7724990845,-80.3914031982,1253,-5,A,America/New_York,airport,OurAirports
8792,Georgetown County Airport,Georgetown,United States,GGE,KGGE,33.3116989136,-79.3196029663,39,-5,A,America/New_York,airport,OurAirports
8793,Hardwick Field,Cleveland,United States,HDI,KHDI,35.2201004028,-84.8323974609,874,-5,A,America/New_York,airport,OurAirports
8796,Renton Municipal Airport,Renton,United States,RNT,KRNT,47.4930992126,-122.2160034180,32,-8,A,America/Los_Angeles,airport,OurAirports
8798,Brackett Field,La Verne,United States,POC,KPOC,34.0915985107,-117.7819976807,1011,-8,A,America/Los_Angeles,airport,OurAirports
8801,Cross City Airport,Cross City,United States,CTY,KCTY,29.6354999542,-83.1047973633,42,-5,A,America/New_York,airport,OurAirports
8802,Oconee County Regional Airport,Clemson,United States,CEU,KCEU,34.6719017000,-82.8864975000,892,-5,A,America/New_York,airport,OurAirports
8804,Beech Factory Airport,Wichita,United States,BEC,KBEC,37.6944999695,-97.2149963379,1408,-6,A,America/Chicago,airport,OurAirports
8808,Tom B. David Field,Calhoun,United States,,KCZL,34.4553985600,-84.9392013500,647.00,-5,A,America/New_York,airport,OurAirports
8809,Habersham County Airport,Cornelia,United States,,KAJR,34.4999008200,-83.5567016600,1448.00,-5,A,America/New_York,airport,OurAirports
8811,Georgetown Municipal Airport,Georgetown,United States,,KGTU,30.6788005829,-97.6793975830,790.00,-6,A,America/Chicago,airport,OurAirports
8812,Old Rhinebeck Airport,Rhinebeck,United States,,NY94,41.9715004000,-73.8628997800,323.00,-5,U,America/New_York,airport,OurAirports
8815,Sidney Municipal-Lloyd W Carr Field,Sidney,United States,SNY,KSNY,41.1012992900,-102.9850006000,4313,-7,A,America/Denver,airport,OurAirports
8824,Kalaeloa Airport,Kapolei,United States,JRF,PHJR,21.3074000000,-158.0700090000,30,-10,U,Pacific/Honolulu,airport,OurAirports
8833,Iosco County Airport,East Tawas,United States,ECA,K6D9,44.3128010000,-83.4223020000,606,-5,A,America/New_York,airport,OurAirports
8834,Madison County Executive Airport-Tom Sharp Jr Field,Huntsville,United States,,KMDQ,34.8614006000,-86.5575027500,756.00,-6,A,America/Chicago,airport,OurAirports
8835,Leesburg Executive Airport,Leesburg,United States,,KJYO,39.0779990000,-77.5575030000,389.00,-5,A,America/New_York,airport,OurAirports
8838,Anoka County-Blaine (Janes Field) Airport,Anoka,United States,,KANE,45.1450000000,-93.2114010000,912.00,-6,U,America/Chicago,airport,OurAirports
8850,Williamson Sodus Airport,Williamson,United States,,KSDC,43.2346990000,-77.1210000000,424.00,-5,A,America/New_York,airport,OurAirports
8854,Boulder Municipal Airport,Boulder,United States,WBU,KBDU,40.0393981934,-105.2259979250,5288,-7,A,America/Denver,airport,OurAirports
8864,Palo Alto Airport of Santa Clara County,Palo Alto,United States,PAO,KPAO,37.4611015320,-122.1149978640,4,-8,A,America/Los_Angeles,airport,OurAirports
8869,Falcon Field,Mesa,United States,MSC,KFFZ,33.4608001709,-111.7279968260,1394,-7,A,America/Phoenix,airport,OurAirports
8870,Coolidge Municipal Airport,Cooldige,United States,,KP08,32.9359016418,-111.4270019531,1574.00,-7,A,America/Phoenix,airport,OurAirports
8871,Cottonwood Airport,Cottonwood,United States,,KP52,34.7299995422,-112.0350036620,3550.00,-7,A,America/Phoenix,airport,OurAirports
8874,Ak-Chin Regional Airport,Phoenix,United States,,KA39,32.9908060000,-111.9185280000,1300.00,-7,A,America/Phoenix,airport,OurAirports
8875,Wickenburg Municipal Airport,Wickenburg,United States,,KE25,33.9688987700,-112.7990036000,2377.00,-7,A,America/Phoenix,airport,OurAirports
8877,Oakland County International Airport,Pontiac,United States,PTK,KPTK,42.6655006409,-83.4200973511,980,-5,A,America/New_York,airport,OurAirports
8888,Dillant Hopkins Airport,Keene,United States,EEN,KEEN,42.8983993530,-72.2707977295,488,-5,A,America/New_York,airport,OurAirports
8893,Glasgow Industrial Airport,Glasgow,United States,,07MT,48.4211006165,-106.5279998779,2762.00,-7,A,America/Denver,airport,OurAirports
8925,Iowa City Municipal Airport,Iowa City,United States,IOW,KIOW,41.6391983032,-91.5465011597,668,-6,A,America/Chicago,airport,OurAirports
8928,Windom Municipal Airport,Windom,United States,,KMWM,43.9133987427,-95.1093978882,1410.00,-6,A,America/Chicago,airport,OurAirports
8931,Longview Ranch Airport,Longview,United States,,OG39,44.6617012024,-119.6520004272,2080.00,-8,A,America/Los_Angeles,airport,OurAirports
8935,Lee Airport,Annapolis,United States,ANP,KANP,38.9429020000,-76.5683980000,34,-5,A,America/New_York,airport,OurAirports
8950,Pecos Municipal Airport,Pecos,United States,PEQ,KPEQ,31.3824005127,-103.5110015869,2613,-6,A,America/Chicago,airport,OurAirports
8951,Hattiesburg Bobby L Chain Municipal Airport,Hattiesburg,United States,HBG,KHBG,31.2647991200,-89.2527999900,151,-6,A,America/Chicago,airport,OurAirports
8958,Chan Gurney Municipal Airport,Yankton,United States,YKN,KYKN,42.9166984558,-97.3859024048,1306,-6,A,America/Chicago,airport,OurAirports
8982,Hayward Executive Airport,Hayward,United States,HWD,KHWD,37.6591987610,-122.1220016480,52,-8,A,America/Los_Angeles,airport,OurAirports
8989,Ann Arbor Municipal Airport,Ann Arbor,United States,ARB,KARB,42.2229995728,-83.7455978394,839,-5,A,America/New_York,airport,OurAirports
9066,Henry County Airport,Hampton,United States,,K4A7,33.3890990000,-84.3323970000,874.00,-5,A,America/New_York,airport,OurAirports
9071,Alameda Naval Air Station,Alameda,United States,NGZ,KNGZ,37.7888984680,-122.3199996948,10,-8,U,America/Los_Angeles,airport,OurAirports
9093,Comarapa Airport,Salt Lake City,United States,,SLCR,-17.9136009216,-64.5177993774,6186.00,-4,A,America/La_Paz,airport,OurAirports
9102,Immokalee Regional Airport,Immokalee ,United States,IMM,KIMM,26.4332008400,-81.4010009800,37,-5,A,America/New_York,airport,OurAirports
9104,Rancho San Simeon Airport,Cambria,United States,,66CA,35.6077003479,-121.1100006104,320.00,-8,A,America/Los_Angeles,airport,OurAirports
9120,Dinwiddie County Airport,Petersburg,United States,PTB,KPTB,37.1837997437,-77.5074005127,193,-5,A,America/New_York,airport,OurAirports
9126,Sheboygan County Memorial Airport,Sheboygan,United States,SBM,KSBM,43.7695999100,-87.8514022800,755,-6,A,America/Chicago,airport,OurAirports
9138,Pinal Airpark,Marana,United States,MZJ,KMZJ,32.5106010437,-111.3280029300,1893,-7,N,America/Phoenix,airport,OurAirports
9139,Glendale Municipal Airport,Glendale,United States,,KGEU,33.5269012451,-112.2949981689,1071.00,-7,N,America/Phoenix,airport,OurAirports
9140,Safford Regional Airport,Safford,United States,SAD,KSAD,32.8548011800,-109.6350021000,3179,-7,N,America/Phoenix,airport,OurAirports
9164,Sikeston Memorial Municipal Airport,Sikeston,United States,SIK,KSIK,36.8988990784,-89.5617980957,315,-6,A,America/Chicago,airport,OurAirports
9178,Floyd Bennett Memorial Airport,Queensbury,United States,GFL,KGFL,43.3412017822,-73.6102981567,328,-5,A,America/New_York,airport,OurAirports
9179,Saratoga County Airport,Ballston Spa,United States,,K5B2,43.0513000500,-73.8611984300,434.00,-5,A,America/New_York,airport,OurAirports
9182,Crystal River Airport,Crystal River,United States,,KCGC,28.8673000336,-82.5712966919,9.00,-5,A,America/New_York,airport,OurAirports
9183,Martin State Airport,Baltimore,United States,MTN,KMTN,39.3256990000,-76.4138030000,21,-5,A,America/New_York,airport,OurAirports
9184,Lincoln Regional Karl Harder Field,Lincoln,United States,,KLHM,38.9091987610,-121.3509979248,121.00,-8,A,America/Los_Angeles,airport,OurAirports
9185,Fostoria Metropolitan Airport,Fostoria,United States,,KFZI,41.1907997100,-83.3945007300,752.00,-5,A,America/New_York,airport,OurAirports
9186,Eastern Slopes Regional Airport,Fryeburg,United States,FRY,KIZG,43.9911003113,-70.9478988647,454,-5,A,America/New_York,airport,OurAirports
9187,Coral Creek Airport,Placida,United States,,FA54,26.8544998169,-82.2511978149,4.00,-5,A,America/New_York,airport,OurAirports
9188,Lakefront Airport,New Orleans,United States,NEW,KNEW,30.0424003601,-90.0282974243,8,-6,A,America/Chicago,airport,OurAirports
9189,Coeur D'Alene - Pappy Boyington Field,Coeur d'Alene,United States,COE,KCOE,47.7742996200,-116.8199997000,2320,-8,A,America/Los_Angeles,airport,OurAirports
9190,Beaumont Municipal Airport,Beaumont,United States,BMT,KBMT,30.0706996918,-94.2157974243,32,-6,A,America/Chicago,airport,OurAirports
9191,Vermilion Regional Airport,Danville,United States,DNV,KDNV,40.1991996800,-87.5959014900,697,-6,A,America/Chicago,airport,OurAirports
9199,Space Coast Regional Airport,Titusville,United States,TIX,KTIX,28.5147991180,-80.7992019653,34,-5,A,America/New_York,airport,OurAirports
9225,Andrau Airpark,Houston,United States,AAP,KAAP,29.7224998474,-95.5883026123,79,-6,A,America/Chicago,airport,OurAirports
9226,Flying Cloud Airport,Eden Prairie,United States,FCM,KFCM,44.8272018433,-93.4570999146,906,-6,A,America/Chicago,airport,OurAirports
9228,Johnson County Executive Airport,Olathe,United States,OJC,KOJC,38.8475990300,-94.7376022300,1096,-6,A,America/Chicago,airport,OurAirports
9249,Brandywine Airport,West Goshen Township,United States,,KOQN,39.9901008606,-75.5819015503,466.00,-5,A,America/New_York,airport,OurAirports
9251,Manassas Regional Airport/Harry P. Davis Field,Manassas,United States,MNZ,KHEF,38.7214012100,-77.5154037500,192,-5,A,America/New_York,airport,OurAirports
9252,Texas Gulf Coast Regional Airport,Angleton,United States,LJN,KLBX,29.1086006165,-95.4620971680,25,-6,A,America/Chicago,airport,OurAirports
9305,Shelby County Airport,Shelbyville,United States,,K2H0,39.4104003906,-88.8453979492,618.00,-6,A,America/Chicago,airport,OurAirports
9348,Enumclaw Airport,Enumclaw,United States,,WA77,47.1957015991,-122.0220031738,738.00,-8,A,America/Los_Angeles,airport,OurAirports
9387,Port Alsworth Airport,Port alsworth,United States,PTA,PALJ,60.2016810000,-154.3258630000,280,-9,A,America/Anchorage,airport,OurAirports
9390,Fairfield County Airport,Winnsboro,United States,,KFDW,34.3154983521,-81.1088027954,577.00,-5,A,America/New_York,airport,OurAirports
9396,Skyhaven Airport,Rochester,United States,,KDAW,43.2840995789,-70.9292984009,322.00,-5,A,America/New_York,airport,OurAirports
9399,Newton City-County Airport,Newton,United States,EWK,KEWK,38.0582008362,-97.2744979858,1533,-6,A,America/Chicago,airport,OurAirports
9403,TaszÃ¡r Air Base,Columbus,United States,TZR,LHTA,46.3931007385,17.917499542236328,531,1,A,Europe/Budapest,airport,OurAirports
9406,Fort Bridger Airport,Fort Bridger,United States,FBR,KFBR,41.3918991089,-110.4069976810,7034,-7,A,America/Denver,airport,OurAirports
9407,Prosser Airport,Prosser,United States,,KS40,46.2134017900,-119.7910004000,697.00,-8,A,America/Los_Angeles,airport,OurAirports
9408,Chehalis Centralia Airport,Chehalis,United States,CLS,KCLS,46.6769981384,-122.9830017090,176,-8,A,America/Los_Angeles,airport,OurAirports
9409,Desert Aire Regional Airport,Mattawa,United States,,KM94,46.6874010000,-119.9209980000,586.00,-8,A,America/Los_Angeles,airport,OurAirports
9411,Evanston-Uinta County Airport-Burns Field,Evanston,United States,EVW,KEVW,41.2747993500,-111.0350037000,7143,-7,A,America/Denver,airport,OurAirports
9412,Sabetha Municipal Airport,Sabetha,United States,,KK83,39.9042015076,-95.7794036865,1330.00,-6,A,America/Chicago,airport,OurAirports
9413,Mt Pleasant Regional-Faison field,Mount Pleasant,United States,,KLRO,32.8978004500,-79.7828979500,12.00,-5,A,America/New_York,airport,OurAirports
9414,Jimmy Carter Regional Airport,Americus,United States,,KACJ,32.1108020000,-84.1889040000,468.00,-5,A,America/New_York,airport,OurAirports
9415,Weedon Field,Eufala,United States,EUF,KEUF,31.9512996674,-85.1288986206,285,-6,A,America/Chicago,airport,OurAirports
9416,Saluda County Airport,Saluda,United States,,K6J4,33.9267997742,-81.7946014404,555.00,-5,A,America/New_York,airport,OurAirports
9417,Dare County Regional Airport,Manteo,United States,MEO,KMQI,35.9189987200,-75.6955032300,13,-5,A,America/New_York,airport,OurAirports
9418,Auburn University Regional Airport,Auburn,United States,AUO,KAUO,32.6151010000,-85.4339980000,777,-6,A,America/Chicago,airport,OurAirports
9419,Tri Cities Airport,Endicott,United States,,KCZG,42.0784990000,-76.0962960000,833.00,-5,A,America/New_York,airport,OurAirports
9428,Bessemer Airport,Bessemer,United States,,KEKY,33.3129005400,-86.9259033200,700.00,-6,A,America/Chicago,airport,OurAirports
9429,Colorado Springs East Airport,Ellicott,United States,,KA50,38.8744010925,-104.4100036621,6145.00,-7,A,America/Denver,airport,OurAirports
9447,Crystal Airport,Crystal,United States,,KMIC,45.0620002747,-93.3538970947,869.00,-6,A,America/Chicago,airport,OurAirports
9448,Clarke County Airport,Quitman,United States,,K23M,32.0849000000,-88.7388970000,320.00,-6,A,America/Chicago,airport,OurAirports
9450,W H 'Bud' Barron Airport,Dublin,United States,DBN,KDBN,32.5643997200,-82.9852981600,309,-5,A,America/New_York,airport,OurAirports
9488,Corvallis Municipal Airport,Corvallis,United States,CVO,KCVO,44.4972000100,-123.2900009000,250,-8,A,America/Los_Angeles,airport,OurAirports
9500,El Almendro Airport,Scranton,United States,,SCRT,-35.9605560303,-71.7933349609,486.00,-4,A,America/Santiago,airport,OurAirports
9511,San Agustin Airport,Morristown,United States,,MRST,10.0666666031,-84.8833312988,66.00,-6,A,America/Costa_Rica,airport,OurAirports
9543,Ogden Hinckley Airport,Ogden,United States,OGD,KOGD,41.1958999634,-112.0120010376,4473,-7,A,America/Denver,airport,OurAirports
9545,Robert S Kerr Airport,Poteau,United States,,KRKR,35.0215988159,-94.6212997437,451.00,-6,A,America/Chicago,airport,OurAirports
9546,Colorado Plains Regional Airport,Akron,United States,AKO,KAKO,40.1755981445,-103.2220001220,4714,-7,A,America/Denver,airport,OurAirports
9547,Sanderson Field,Shelton,United States,SHN,KSHN,47.2336006165,-123.1480026245,273,-8,A,America/Los_Angeles,airport,OurAirports
9739,Napakiak Airport,Napakiak,United States,WNA,PANA,60.6902999878,-161.9790039063,17,-9,A,America/Anchorage,airport,OurAirports
9744,Napaskiak Airport,Napaskiak,United States,PKA,PAPK,60.7028999300,-161.7779999000,24,-9,A,America/Anchorage,airport,OurAirports
9746,Tok Airport,Tok,United States,,PATJ,63.3033330000,-143.0011110000,1670.00,-9,A,America/Anchorage,airport,OurAirports
9754,Causey Airport,Liberty,United States,,K2A5,35.9118003845,-79.6175994873,723.00,-5,A,America/New_York,airport,OurAirports
9763,Doylestown Airport,Doylestown,United States,DYL,KDYL,40.3330001831,-75.1222991943,394,-5,A,America/New_York,airport,OurAirports
9772,Warren Field,Washington,United States,OCW,KOCW,35.5704994202,-77.0497970581,38,-5,A,America/New_York,airport,OurAirports
9773,Hyde County Airport,Engelhard,United States,,K7W6,35.5624008179,-75.9552001953,8.00,-5,A,America/New_York,airport,OurAirports
9776,Stillwater Regional Airport,Stillwater,United States,SWO,KSWO,36.1612014771,-97.0857009888,1000,-6,A,America/Chicago,airport,OurAirports
9777,Okmulgee Regional Airport,Okmulgee,United States,OKM,KOKM,35.6680984497,-95.9486999512,720,-6,A,America/Chicago,airport,OurAirports
9778,Cushing Municipal Airport,Cushing,United States,CUH,KCUH,35.9499015808,-96.7731018066,916,-6,A,America/Chicago,airport,OurAirports
9779,Clinton Sherman Airport,Clinton,United States,CSM,KCSM,35.3398017883,-99.2005004883,1922,-6,A,America/Chicago,airport,OurAirports
9780,Strother Field,Winfield,United States,WLD,KWLD,37.1685981750,-97.0375976562,1160,-6,A,America/Chicago,airport,OurAirports
9781,Wiley Post Airport,Oklahoma City,United States,PWA,KPWA,35.5341987600,-97.6471023600,1300,-6,A,America/Chicago,airport,OurAirports
9782,Shreveport Downtown Airport,Shreveport,United States,DTN,KDTN,32.5401992798,-93.7450027466,179,-6,A,America/Chicago,airport,OurAirports
9783,Stephenville Clark Regional Airport,Stephenville,United States,SEP,KSEP,32.2153015137,-98.1776962280,1321,-6,A,America/Chicago,airport,OurAirports
9784,Perry Municipal Airport,Perry,United States,,KF22,36.3856010437,-97.2771987915,1002.00,-6,A,America/Chicago,airport,OurAirports
9786,Hamilton Municipal Airport,Hamilton,United States,,KMNZ,31.6658992767,-98.1485977173,1299.00,-6,A,America/Chicago,airport,OurAirports
9787,Ada Regional Airport,Ada,United States,ADT,KADH,34.8042980000,-96.6713030000,1016,-6,A,America/Chicago,airport,OurAirports
9788,Mesquite Metro Airport,Misquite,United States,,KHQZ,32.7470016479,-96.5304031372,447.00,-6,A,America/Chicago,airport,OurAirports
9789,Denton Municipal Airport,Denton,United States,,KDTO,33.2006988525,-97.1979980469,642.00,-6,A,America/Chicago,airport,OurAirports
9790,Austin Executive Airport,Austin,United States,,KEDC,30.3974931000,-97.5663935000,620.00,-6,A,America/Chicago,airport,OurAirports
9791,Lago Vista Tx Rusty Allen Airport,Lago Vista,United States,,KRYW,30.4986000061,-97.9694976807,1231.00,-6,A,America/Chicago,airport,OurAirports
9792,Brenham Municipal Airport,Brenham,United States,,K11R,30.2189998600,-96.3742981000,307.00,-6,A,America/Chicago,airport,OurAirports
9793,Lakeway Airpark,Lakeway,United States,,K3R9,30.3575000763,-97.9944992065,909.00,-6,A,America/Chicago,airport,OurAirports
9794,Iraan Municipal Airport,Iraan,United States,IRB,K2F0,30.9057006836,-101.8919982910,2200,-6,A,America/Chicago,airport,OurAirports
9795,Kestrel Airpark,San Antonio,United States,,K1T7,29.8127002716,-98.4253005981,1250.00,-6,A,America/Chicago,airport,OurAirports
9797,Wilkes County Airport,North Wilkesboro,United States,IKB,KUKF,36.2228012085,-81.0982971191,1301,-5,A,America/New_York,airport,OurAirports
9798,Charleston Executive Airport,Charleston,United States,,KJZI,32.7009010315,-80.0028991699,17.00,-5,A,America/New_York,airport,OurAirports
9799,Danville Regional Airport,Danville,United States,DAN,KDAN,36.5728988647,-79.3360977173,571,-5,A,America/New_York,airport,OurAirports
9800,Brookneal/Campbell County Airport,Brookneal,United States,,K0V4,37.1417007446,-79.0164031982,596.00,-5,A,America/New_York,airport,OurAirports
9806,Cheraw Municipal Airport/Lynch Bellinger Field,Cheraw,United States,HCW,KCQW,34.7128982500,-79.9570007300,239,-5,A,America/New_York,airport,OurAirports
9808,Wauchula Municipal Airport,Wuchula,United States,,KCHN,27.5149002075,-81.8805007935,106.00,-5,A,America/New_York,airport,OurAirports
9847,Conway Horry County Airport,Conway,United States,,KHYW,33.8284988400,-79.1222000100,35.00,-5,A,America/New_York,airport,OurAirports
9938,Asheboro Regional Airport,Asheboro,United States,,KHBI,35.6544990500,-79.8946991000,671.00,-5,A,,airport,OurAirports
9942,Henderson Field,Wallace,United States,,KACZ,34.7178993225,-78.0036010742,39.00,-5,A,,airport,OurAirports
9943,Emporia Greensville Regional Airport,Emporia,United States,,KEMV,36.6869010925,-77.4828033447,127.00,-5,A,,airport,OurAirports
10017,San Gabriel Valley Airport,El Monte,United States,EMT,KEMT,34.0861020000,-118.0350040000,296,-8,E,,airport,OurAirports
10062,Kee Field,Pineville,United States,,KI16,37.6003990173,-81.5593032837,1783.00,-5,A,,airport,OurAirports
10102,Stinson Municipal Airport,Stinson,United States,SSF,KSSF,29.3369998932,-98.4710998535,577,-5,A,,airport,OurAirports
10103,Sallisaw Municipal Airport,Sallisaw,United States,,KJSV,35.4382019000,-94.8028030400,527.00,-5,A,,airport,OurAirports
10104,Jasper County Airport-Bell Field,Jasper,United States,JAS,KJAS,30.8857002300,-94.0348968500,213,-5,A,,airport,OurAirports
10105,El Dorado Springs Memorial Airport,El dorado springs,United States,,K87K,37.8567008972,-93.9990997314,931.00,-5,A,,airport,OurAirports
10106,Marfa Municipal Airport,Marfa,United States,MRF,KMRF,30.3710990000,-104.0179970000,4849,-5,A,,airport,OurAirports
10107,Alpine Casparis Municipal Airport,Alpine,United States,ALE,KE38,30.3841991425,-103.6839981080,4515,-5,A,,airport,OurAirports
10117,Cable Airport,Upland,United States,CCB,KCCB,34.1115989685,-117.6880035400,1444,-8,A,,airport,OurAirports
10121,Mount Sterling Montgomery County Airport,Mount Sterling,United States,,KIOB,38.0581016500,-83.9795990000,1019.00,-5,A,,airport,OurAirports
10122,Elkhart Municipal Airport,Elkhart,United States,EKI,KEKM,41.7193984985,-86.0031967163,778,-5,A,,airport,OurAirports
10123,Nappanee Municipal Airport,Nappanee ,United States,,KC03,41.4462013245,-85.9347991943,860.00,-5,A,,airport,OurAirports
10128,Jim Hamilton L.B. Owens Airport,Columbia,United States,CUB,KCUB,33.9705009460,-80.9952011108,193,-4,A,,airport,OurAirports
10129,Grove Municipal Airport,Grove,United States,,KGMJ,36.6068000800,-94.7386016800,831.00,-5,A,,airport,OurAirports
10130,Mc Pherson Airport,Mc Pherson,United States,,KMPR,38.3524017300,-97.6912994400,1498.00,-5,A,,airport,OurAirports
10131,Donaldson Field Airport,Greenville,United States,GDC,KGYH,34.7583010000,-82.3764040000,955,-4,A,,airport,OurAirports
10132,Perry Houston County Airport,Perry,United States,,KPXE,32.5106010437,-83.7673034668,418.00,-4,A,,airport,OurAirports
10133,Hartsville Regional Airport,Hartsville,United States,HVS,KHVS,34.4030990601,-80.1192016602,364,-5,A,,airport,OurAirports
10134,Horace Williams Airport,Chapel Hill,United States,,KIGX,35.9350010000,-79.0659020000,512.00,-5,A,,airport,OurAirports
10138,Brunswick County Airport,Oak Island,United States,,KSUT,33.9292984000,-78.0749969500,24.00,-5,A,,airport,OurAirports
10139,Chesterfield County Airport,Richmond,United States,,KFCI,37.4065017700,-77.5250015300,236.00,-4,A,,airport,OurAirports
10144,Henderson Oxford Airport,Oxford,United States,,KHNZ,36.3615989700,-78.5291976900,526.00,-5,A,,airport,OurAirports
10145,Leesburg International Airport,Leesburg,United States,LEE,KLEE,28.8230991400,-81.8087005600,76,-5,A,,airport,OurAirports
10162,Chino Airport,Chino,United States,CNO,KCNO,33.9747009300,-117.6370010000,650,-8,A,,airport,OurAirports
10169,Madison County Airport,London,United States,,KUYF,39.9327011100,-83.4619979900,1082.00,-5,A,,airport,OurAirports
10185,Paso Robles Municipal Airport,Paso Robles,United States,PRB,KPRB,35.6729011500,-120.6269989000,840,-8,A,,airport,OurAirports
10360,Half Moon Bay Airport,Half Moon Bay,United States,HAF,KHAF,37.5134010315,-122.5009994510,66,-8,A,,airport,OurAirports
10371,General WM J Fox Airfield,Lancaster,United States,WJF,KWJF,34.7411003100,-118.2190018000,2351,-8,A,,airport,OurAirports
10831,Person County Airport,Roxboro,United States,,KTDF,36.2849006700,-78.9841995200,609.00,-5,A,,airport,OurAirports
11004,Talladega Municipal Airport,Talladega,United States,ASN,KASN,33.5699005127,-86.0509033203,529,-5,A,,airport,OurAirports
11005,Greenville Downtown Airport,Greenville,United States,GMU,KGMU,34.8479003906,-82.3499984741,1048,-4,A,,airport,OurAirports
11008,Mankato Regional Airport,Mankato,United States,,KMKT,44.2215995800,-93.9187011700,1021.00,-6,A,,airport,OurAirports
